"This dataset represents a selection of tree taper data from the British Columbia Ministry of Forests and Range volume and decay databases. The trees in the master database were used to fit the taper equations used in B.C.  All trees in the master database were selected purposefully.",,,,,,,,,,
"The trees in this dataset were systematically selected from the range of dbh for the species within a biogeoclimatic zone from the trees in the master database.",,,,,,,,,,
"Each record equals a section of a tree and cites the height above ground (high side), its stem diameter and volume for the upper position of the section.  Header details describing the tree species, biogeoclimatic unit, dbh, height, age  and total tree volume are cited for each section record.",,,,,,,,,,
"014762",29.57,10,15.2,0.17,"B","CWH ds 1",233,51.9,34.4,3.24
"014762",31.88,11,10.2,0.03,"B","CWH ds 1",233,51.9,34.4,3.24
"014762",34.4,12,0,0.01,"B","CWH ds 1",233,51.9,34.4,3.24
"903205",0.3,1,26.9,0.02,"F","CWH ds 1",102,28.7,32.02,0.82
"903205",0.61,2,26.9,0.02,"F","CWH ds 1",102,28.7,32.02,0.82
"903205",1.3,3,24.9,0.04,"F","CWH ds 1",102,28.7,32.02,0.82
"903205",4.42,4,23.6,0.14,"F","CWH ds 1",102,28.7,32.02,0.82
"903205",7.47,5,22.6,0.13,"F","CWH ds 1",102,28.7,32.02,0.82
"903205",10.52,6,20.8,0.11,"F","CWH ds 1",102,28.7,32.02,0.82
"903205",13.56,7,19.6,0.1,"F","CWH ds 1",102,28.7,32.02,0.82
"903205",16.61,8,17.5,0.08,"F","CWH ds 1",102,28.7,32.02,0.82
"903205",19.66,9,16,0.07,"F","CWH ds 1",102,28.7,32.02,0.82
"903205",22.71,10,13.7,0.05,"F","CWH ds 1",102,28.7,32.02,0.82
"903205",25.76,11,10.9,0.04,"F","CWH ds 1",102,28.7,32.02,0.82
"903205",28.8,12,6.9,0.02,"F","CWH ds 1",102,28.7,32.02,0.82
"903205",32.02,13,0,0,"F","CWH ds 1",102,28.7,32.02,0.82
"903209",0.3,1,43.7,0.05,"F","CWH ds 1",112,37,32.09,1.36
"903209",0.61,2,32.5,0.04,"F","CWH ds 1",112,37,32.09,1.36
"903209",1.3,3,31.8,0.06,"F","CWH ds 1",112,37,32.09,1.36
"903209",4.42,4,30.5,0.24,"F","CWH ds 1",112,37,32.09,1.36
"903209",7.47,5,28.7,0.21,"F","CWH ds 1",112,37,32.09,1.36
"903209",10.52,6,26.7,0.18,"F","CWH ds 1",112,37,32.09,1.36
"903209",13.56,7,24.6,0.16,"F","CWH ds 1",112,37,32.09,1.36
"903209",16.61,8,22.6,0.13,"F","CWH ds 1",112,37,32.09,1.36
"903209",19.66,9,20.6,0.11,"F","CWH ds 1",112,37,32.09,1.36
"903209",22.71,10,18,0.09,"F","CWH ds 1",112,37,32.09,1.36
"903209",25.76,11,14.5,0.06,"F","CWH ds 1",112,37,32.09,1.36
"903209",28.8,12,7.9,0.03,"F","CWH ds 1",112,37,32.09,1.36
"903209",32.09,13,0,0.01,"F","CWH ds 1",112,37,32.09,1.36
"058784",0.3,1,50.6,0.06,"F","CWH ds 1",107,51.8,35.09,2.58
"058784",0.6,2,48.3,0.06,"F","CWH ds 1",107,51.8,35.09,2.58
"058784",0.9,3,46.6,0.05,"F","CWH ds 1",107,51.8,35.09,2.58
"058784",1.3,4,45.3,0.07,"F","CWH ds 1",107,51.8,35.09,2.58
"058784",5.3,5,40.7,0.58,"F","CWH ds 1",107,51.8,35.09,2.58
"058784",10.3,6,37.1,0.6,"F","CWH ds 1",107,51.8,35.09,2.58
"058784",15.3,7,32.6,0.48,"F","CWH ds 1",107,51.8,35.09,2.58
"058784",20.3,8,26.8,0.35,"F","CWH ds 1",107,51.8,35.09,2.58
"058784",25.3,9,20.2,0.22,"F","CWH ds 1",107,51.8,35.09,2.58
"058784",30.37,10,10,0.1,"F","CWH ds 1",107,51.8,35.09,2.58
"058784",35.09,11,0,0.01,"F","CWH ds 1",107,51.8,35.09,2.58
"058761",0.3,1,54.7,0.07,"F","CWH ds 1",118,56.1,39.5,3.74
"058761",0.6,2,50.4,0.07,"F","CWH ds 1",118,56.1,39.5,3.74
"058761",0.9,3,49.9,0.06,"F","CWH ds 1",118,56.1,39.5,3.74
"058761",1.3,4,49.8,0.08,"F","CWH ds 1",118,56.1,39.5,3.74
"058761",5.3,5,47,0.74,"F","CWH ds 1",118,56.1,39.5,3.74
"058761",10.3,6,42.5,0.79,"F","CWH ds 1",118,56.1,39.5,3.74
"058761",15.3,7,38.5,0.65,"F","CWH ds 1",118,56.1,39.5,3.74
"058761",20.3,8,34,0.52,"F","CWH ds 1",118,56.1,39.5,3.74
"058761",25.3,9,28.5,0.39,"F","CWH ds 1",118,56.1,39.5,3.74
"058761",30.3,10,22,0.25,"F","CWH ds 1",118,56.1,39.5,3.74
"058761",35.85,11,10,0.13,"F","CWH ds 1",118,56.1,39.5,3.74
"058761",39.5,12,0,0.01,"F","CWH ds 1",118,56.1,39.5,3.74
"903241",0.3,1,66,0.1,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",0.34,2,66.3,0.01,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",0.67,3,62.7,0.11,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",1.3,4,59.9,0.19,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",6.43,5,54.1,1.31,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",11.49,6,50,1.08,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",16.55,7,46,0.92,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",21.61,8,42.9,0.79,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",26.67,9,39.9,0.68,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",31.73,10,34,0.55,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",36.79,11,28.4,0.39,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",41.85,12,20.3,0.24,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",46.91,13,10.9,0.11,"F","CWH ds 1",123,67.8,52.18,6.49
"903241",52.18,14,0,0.02,"F","CWH ds 1",123,67.8,52.18,6.49
"014966",0.3,1,67.3,0.11,"F","CWH ds 1",222,69.2,33.5,3.71
"014966",0.61,2,63.5,0.1,"F","CWH ds 1",222,69.2,33.5,3.71
"014966",0.91,3,58.7,0.09,"F","CWH ds 1",222,69.2,33.5,3.71
"014966",1.37,4,55.4,0.12,"F","CWH ds 1",222,69.2,33.5,3.71
"014966",5.27,5,45.7,0.79,"F","CWH ds 1",222,69.2,33.5,3.71
"014966",10.09,6,43.2,0.75,"F","CWH ds 1",222,69.2,33.5,3.71
"014966",15.03,7,38.1,0.64,"F","CWH ds 1",222,69.2,33.5,3.71
"014966",19.78,8,35.6,0.51,"F","CWH ds 1",222,69.2,33.5,3.71
"014966",24.66,9,27.9,0.39,"F","CWH ds 1",222,69.2,33.5,3.71
"014966",30.45,10,10.2,0.2,"F","CWH ds 1",222,69.2,33.5,3.71
"014966",33.5,11,0,0.01,"F","CWH ds 1",222,69.2,33.5,3.71
"015487",0.3,1,81.8,0.16,"F","CWH ds 1",208,80.9,43,4.54
"015487",0.61,2,74.7,0.15,"F","CWH ds 1",208,80.9,43,4.54
"015487",0.91,3,66.8,0.12,"F","CWH ds 1",208,80.9,43,4.54
"015487",1.37,4,63.5,0.15,"F","CWH ds 1",208,80.9,43,4.54
"015487",5.18,5,45.7,0.92,"F","CWH ds 1",208,80.9,43,4.54
"015487",10.06,6,43.2,0.76,"F","CWH ds 1",208,80.9,43,4.54
"015487",14.94,7,40.6,0.67,"F","CWH ds 1",208,80.9,43,4.54
"015487",19.81,8,35.6,0.56,"F","CWH ds 1",208,80.9,43,4.54
"015487",24.69,9,33,0.45,"F","CWH ds 1",208,80.9,43,4.54
"015487",29.57,10,25.4,0.33,"F","CWH ds 1",208,80.9,43,4.54
"015487",34.44,11,17.8,0.18,"F","CWH ds 1",208,80.9,43,4.54
"015487",38.86,12,10.2,0.07,"F","CWH ds 1",208,80.9,43,4.54
"015487",43,13,0,0.01,"F","CWH ds 1",208,80.9,43,4.54
"014650",0.3,1,40.6,0.04,"H","CWH ds 1",299,40.6,29.6,1.38
"014650",0.61,2,38.1,0.04,"H","CWH ds 1",299,40.6,29.6,1.38
"014650",0.91,3,37.1,0.03,"H","CWH ds 1",299,40.6,29.6,1.38
"014650",1.37,4,36.3,0.05,"H","CWH ds 1",299,40.6,29.6,1.38
"014650",5.21,5,33,0.36,"H","CWH ds 1",299,40.6,29.6,1.38
"014650",10.09,6,27.9,0.36,"H","CWH ds 1",299,40.6,29.6,1.38
"014650",15,7,22.9,0.25,"H","CWH ds 1",299,40.6,29.6,1.38
"014650",19.87,8,17.8,0.16,"H","CWH ds 1",299,40.6,29.6,1.38
"014650",23.9,9,10.2,0.07,"H","CWH ds 1",299,40.6,29.6,1.38
"014650",29.6,10,0,0.02,"H","CWH ds 1",299,40.6,29.6,1.38
"014521",0.3,1,47.5,0.05,"H","CWH ds 1",268,45.3,29,1.87
"014521",0.61,2,43.9,0.05,"H","CWH ds 1",268,45.3,29,1.87
"014521",0.91,3,42.7,0.04,"H","CWH ds 1",268,45.3,29,1.87
"014521",1.37,4,40.9,0.06,"H","CWH ds 1",268,45.3,29,1.87
"014521",5.27,5,38.1,0.48,"H","CWH ds 1",268,45.3,29,1.87
"014521",10.21,6,33,0.49,"H","CWH ds 1",268,45.3,29,1.87
"014521",15.15,7,27.9,0.36,"H","CWH ds 1",268,45.3,29,1.87
"014521",20.09,8,20.3,0.23,"H","CWH ds 1",268,45.3,29,1.87
"014521",24.05,9,10.2,0.08,"H","CWH ds 1",268,45.3,29,1.87
"014521",29,10,0,0.02,"H","CWH ds 1",268,45.3,29,1.87
"921284",0.3,1,7.9,0,"F","CWH ds 2",55,9,10.18,0.03
"921284",0.61,2,8.6,0,"F","CWH ds 2",55,9,10.18,0.03
"921284",1.3,3,7.9,0,"F","CWH ds 2",55,9,10.18,0.03
"921284",2.59,4,7.6,0.01,"F","CWH ds 2",55,9,10.18,0.03
"921284",3.81,5,7.4,0.01,"F","CWH ds 2",55,9,10.18,0.03
"921284",5.03,6,6.6,0,"F","CWH ds 2",55,9,10.18,0.03
"921284",6.25,7,6.1,0,"F","CWH ds 2",55,9,10.18,0.03
"921284",7.47,8,4.3,0,"F","CWH ds 2",55,9,10.18,0.03
"921284",8.69,9,2.8,0,"F","CWH ds 2",55,9,10.18,0.03
"921284",10.18,10,0,0,"F","CWH ds 2",55,9,10.18,0.03
"921298",0.3,1,15.2,0.01,"F","CWH ds 2",54,16,13.53,0.11
"921298",0.61,2,13.5,0.01,"F","CWH ds 2",54,16,13.53,0.11
"921298",1.3,3,13.7,0.01,"F","CWH ds 2",54,16,13.53,0.11
"921298",2.59,4,13.2,0.02,"F","CWH ds 2",54,16,13.53,0.11
"921298",3.81,5,12.7,0.02,"F","CWH ds 2",54,16,13.53,0.11
"921298",5.03,6,11.9,0.01,"F","CWH ds 2",54,16,13.53,0.11
"921298",6.25,7,10.9,0.01,"F","CWH ds 2",54,16,13.53,0.11
"921298",7.47,8,9.9,0.01,"F","CWH ds 2",54,16,13.53,0.11
"921298",8.69,9,8.4,0.01,"F","CWH ds 2",54,16,13.53,0.11
"921298",9.91,10,6.9,0.01,"F","CWH ds 2",54,16,13.53,0.11
"921298",11.13,11,4.8,0,"F","CWH ds 2",54,16,13.53,0.11
"921298",12.34,12,2.8,0,"F","CWH ds 2",54,16,13.53,0.11
"921298",13.53,13,0,0,"F","CWH ds 2",54,16,13.53,0.11
"920583",0.3,1,20.8,0.01,"F","CWH ds 2",140,26.6,21.31,0.38
"920583",0.61,2,21.6,0.01,"F","CWH ds 2",140,26.6,21.31,0.38
"920583",1.3,3,21.6,0.03,"F","CWH ds 2",140,26.6,21.31,0.38
"920583",3.35,4,21.3,0.07,"F","CWH ds 2",140,26.6,21.31,0.38
"920583",5.33,5,20.8,0.07,"F","CWH ds 2",140,26.6,21.31,0.38
"920583",7.32,6,18.8,0.06,"F","CWH ds 2",140,26.6,21.31,0.38
"920583",9.3,7,16.5,0.05,"F","CWH ds 2",140,26.6,21.31,0.38
"920583",11.28,8,10.9,0.03,"F","CWH ds 2",140,26.6,21.31,0.38
"920583",13.26,9,10.7,0.02,"F","CWH ds 2",140,26.6,21.31,0.38
"920583",15.24,10,8.9,0.02,"F","CWH ds 2",140,26.6,21.31,0.38
"920583",17.22,11,6.9,0.01,"F","CWH ds 2",140,26.6,21.31,0.38
"920583",19.2,12,3.8,0,"F","CWH ds 2",140,26.6,21.31,0.38
"920583",21.31,13,0,0,"F","CWH ds 2",140,26.6,21.31,0.38
"920579",0.3,1,33.5,0.03,"F","CWH ds 2",249,34.1,28.01,0.97
"920579",0.61,2,31,0.03,"F","CWH ds 2",249,34.1,28.01,0.97
"920579",1.3,3,28.4,0.05,"F","CWH ds 2",249,34.1,28.01,0.97
"920579",4.02,4,26.2,0.16,"F","CWH ds 2",249,34.1,28.01,0.97
"920579",6.68,5,25.4,0.14,"F","CWH ds 2",249,34.1,28.01,0.97
"920579",9.33,6,24.4,0.13,"F","CWH ds 2",249,34.1,28.01,0.97
"920579",11.98,7,23.6,0.12,"F","CWH ds 2",249,34.1,28.01,0.97
"920579",14.63,8,22.4,0.11,"F","CWH ds 2",249,34.1,28.01,0.97
"920579",17.28,9,18.5,0.09,"F","CWH ds 2",249,34.1,28.01,0.97
"920579",19.93,10,15.5,0.06,"F","CWH ds 2",249,34.1,28.01,0.97
"920579",22.59,11,12.4,0.04,"F","CWH ds 2",249,34.1,28.01,0.97
"920579",25.24,12,6.3,0.02,"F","CWH ds 2",249,34.1,28.01,0.97
"920579",28.01,13,0,0,"F","CWH ds 2",249,34.1,28.01,0.97
"920567",0.3,1,90.7,0.19,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",0.43,2,87.4,0.08,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",0.85,3,79.5,0.23,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",1.3,4,71.8,0.2,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",5.37,5,59.2,1.38,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",9.36,6,57.7,1.07,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",13.35,7,57.4,1.04,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",17.34,8,52.6,0.95,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",21.34,9,47.8,0.79,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",25.33,10,41.7,0.63,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",29.32,11,31,0.42,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",33.31,12,19.3,0.21,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",37.31,13,8.4,0.07,"F","CWH ds 2",265,87.5,41.3,7.28
"920567",41.3,14,0,0.01,"F","CWH ds 2",265,87.5,41.3,7.28
"920552",0.3,1,87.1,0.18,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",0.43,2,85.1,0.08,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",0.85,3,75.7,0.21,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",1.3,4,77.9,0.21,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",5.24,5,66.3,1.62,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",9.11,6,63.2,1.28,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",12.98,7,59.4,1.14,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",16.86,8,57.4,1.04,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",20.73,9,53.8,0.94,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",24.6,10,49,0.8,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",28.47,11,44.7,0.67,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",32.34,12,27.2,0.42,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",36.21,13,15.2,0.15,"F","CWH ds 2",286,89.2,40.33,8.76
"920552",40.33,14,0,0.03,"F","CWH ds 2",286,89.2,40.33,8.76
"920557",0.3,1,97,0.22,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",0.49,2,94.5,0.14,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",0.98,3,87.9,0.32,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",1.3,4,75.8,0.17,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",5.27,5,60.7,1.47,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",9.17,6,63.5,1.18,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",13.08,7,61,1.19,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",16.98,8,53.8,1.01,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",20.88,9,52.1,0.86,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",24.78,10,50,0.8,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",28.68,11,45,0.69,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",32.58,12,29.2,0.44,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",36.48,13,20.6,0.2,"F","CWH ds 2",283,90.4,40.38,8.74
"920557",40.38,14,0,0.05,"F","CWH ds 2",283,90.4,40.38,8.74
"920561",0.3,1,109,0.28,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",0.52,2,99.3,0.19,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",1.04,3,84.6,0.35,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",1.3,4,87.4,0.15,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",5.43,5,72.4,2.09,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",9.48,6,66.3,1.53,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",13.53,7,64.5,1.36,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",17.59,8,62.5,1.29,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",21.64,9,53.3,1.07,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",25.69,10,45.5,0.78,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",29.75,11,34.8,0.52,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",33.8,12,24.9,0.29,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",37.86,13,9.9,0.11,"F","CWH ds 2",285,102.2,42.2,10.03
"920561",42.2,14,0,0.01,"F","CWH ds 2",285,102.2,42.2,10.03
"920916",0.3,1,24.1,0.01,"H","CWH ds 2",107,25.4,23.8,0.53
"920916",0.61,2,23.9,0.01,"H","CWH ds 2",107,25.4,23.8,0.53
"920916",0.91,3,23.9,0.01,"H","CWH ds 2",107,25.4,23.8,0.53
"920916",1.37,4,23.6,0.02,"H","CWH ds 2",107,25.4,23.8,0.53
"920916",2.74,5,22.9,0.06,"H","CWH ds 2",107,25.4,23.8,0.53
"920916",5.18,6,22.9,0.1,"H","CWH ds 2",107,25.4,23.8,0.53
"920916",7.62,7,20.3,0.09,"H","CWH ds 2",107,25.4,23.8,0.53
"920916",10.06,8,17.8,0.07,"H","CWH ds 2",107,25.4,23.8,0.53
"920916",12.5,9,17.8,0.06,"H","CWH ds 2",107,25.4,23.8,0.53
"920916",14.94,10,12.7,0.05,"H","CWH ds 2",107,25.4,23.8,0.53
"920916",17.68,11,10.2,0.03,"H","CWH ds 2",107,25.4,23.8,0.53
"920916",23.8,12,0,0.02,"H","CWH ds 2",107,25.4,23.8,0.53
"912579",0.3,1,14.7,0.01,"B","CWH ms 1",110,15.2,13.81,0.12
"912579",0.61,2,14,0.01,"B","CWH ms 1",110,15.2,13.81,0.12
"912579",1.3,3,14.2,0.01,"B","CWH ms 1",110,15.2,13.81,0.12
"912579",2.59,4,14,0.02,"B","CWH ms 1",110,15.2,13.81,0.12
"912579",3.81,5,13.7,0.02,"B","CWH ms 1",110,15.2,13.81,0.12
"912579",5.03,6,12.4,0.02,"B","CWH ms 1",110,15.2,13.81,0.12
"912579",6.25,7,11.7,0.01,"B","CWH ms 1",110,15.2,13.81,0.12
"912579",7.47,8,10.4,0.01,"B","CWH ms 1",110,15.2,13.81,0.12
"912579",8.69,9,8.6,0.01,"B","CWH ms 1",110,15.2,13.81,0.12
"912579",9.91,10,7.4,0.01,"B","CWH ms 1",110,15.2,13.81,0.12
"912579",11.13,11,5.6,0,"B","CWH ms 1",110,15.2,13.81,0.12
"912579",12.34,12,3.3,0,"B","CWH ms 1",110,15.2,13.81,0.12
"912579",13.81,13,0,0,"B","CWH ms 1",110,15.2,13.81,0.12
"912535",0.3,1,16.8,0.01,"B","CWH ms 1",191,17,12.25,0.13
"912535",0.61,2,16,0.01,"B","CWH ms 1",191,17,12.25,0.13
"912535",1.3,3,16,0.01,"B","CWH ms 1",191,17,12.25,0.13
"912535",2.44,4,15.5,0.02,"B","CWH ms 1",191,17,12.25,0.13
"912535",3.51,5,14,0.02,"B","CWH ms 1",191,17,12.25,0.13
"912535",4.57,6,13.7,0.02,"B","CWH ms 1",191,17,12.25,0.13
"912535",5.64,7,11.9,0.01,"B","CWH ms 1",191,17,12.25,0.13
"912535",6.71,8,10.7,0.01,"B","CWH ms 1",191,17,12.25,0.13
"912535",7.77,9,9.1,0.01,"B","CWH ms 1",191,17,12.25,0.13
"912535",8.84,10,7.9,0.01,"B","CWH ms 1",191,17,12.25,0.13
"912535",9.91,11,6.3,0,"B","CWH ms 1",191,17,12.25,0.13
"912535",10.97,12,5.1,0,"B","CWH ms 1",191,17,12.25,0.13
"912535",12.25,13,0,0,"B","CWH ms 1",191,17,12.25,0.13
"004647",0.3,1,18.3,0.01,"B","CWH ms 1",176,18.4,10.7,0.13
"004647",0.61,2,18,0.01,"B","CWH ms 1",176,18.4,10.7,0.13
"004647",0.91,3,17.5,0.01,"B","CWH ms 1",176,18.4,10.7,0.13
"004647",1.37,4,16.8,0.01,"B","CWH ms 1",176,18.4,10.7,0.13
"004647",2.74,5,15.2,0.03,"B","CWH ms 1",176,18.4,10.7,0.13
"004647",5.18,6,12.7,0.04,"B","CWH ms 1",176,18.4,10.7,0.13
"004647",7.35,7,10.2,0.02,"B","CWH ms 1",176,18.4,10.7,0.13
"004647",10.7,8,0,0.01,"B","CWH ms 1",176,18.4,10.7,0.13
"016772",0.3,1,21.6,0.01,"B","CWH ms 1",143,19.1,16.2,0.21
"016772",0.61,2,18.5,0.01,"B","CWH ms 1",143,19.1,16.2,0.21
"016772",0.91,3,18,0.01,"B","CWH ms 1",143,19.1,16.2,0.21
"016772",1.37,4,18,0.01,"B","CWH ms 1",143,19.1,16.2,0.21
"016772",2.74,5,17.8,0.03,"B","CWH ms 1",143,19.1,16.2,0.21
"016772",5.18,6,15.2,0.05,"B","CWH ms 1",143,19.1,16.2,0.21
"016772",7.62,7,12.7,0.04,"B","CWH ms 1",143,19.1,16.2,0.21
"016772",9.85,8,10.2,0.02,"B","CWH ms 1",143,19.1,16.2,0.21
"016772",16.2,9,0,0.02,"B","CWH ms 1",143,19.1,16.2,0.21
"017628",0.3,1,21.3,0.01,"B","CWH ms 1",136,22.6,16.8,0.29
"017628",0.61,2,20.8,0.01,"B","CWH ms 1",136,22.6,16.8,0.29
"017628",0.91,3,21.1,0.01,"B","CWH ms 1",136,22.6,16.8,0.29
"017628",1.37,4,21.1,0.02,"B","CWH ms 1",136,22.6,16.8,0.29
"017628",2.74,5,20.3,0.05,"B","CWH ms 1",136,22.6,16.8,0.29
"017628",5.18,6,17.8,0.07,"B","CWH ms 1",136,22.6,16.8,0.29
"017628",7.62,7,15.2,0.05,"B","CWH ms 1",136,22.6,16.8,0.29
"017628",10.06,8,12.7,0.04,"B","CWH ms 1",136,22.6,16.8,0.29
"017628",11.77,9,10.2,0.02,"B","CWH ms 1",136,22.6,16.8,0.29
"017628",16.8,10,0,0.02,"B","CWH ms 1",136,22.6,16.8,0.29
"009632",0.3,1,30.7,0.02,"B","CWH ms 1",224,24.4,11.9,0.19
"009632",0.61,2,25.9,0.02,"B","CWH ms 1",224,24.4,11.9,0.19
"009632",0.91,3,24.9,0.02,"B","CWH ms 1",224,24.4,11.9,0.19
"009632",1.37,4,21.6,0.02,"B","CWH ms 1",224,24.4,11.9,0.19
"009632",2.74,5,17.8,0.04,"B","CWH ms 1",224,24.4,11.9,0.19
"009632",5.18,6,12.7,0.05,"B","CWH ms 1",224,24.4,11.9,0.19
"009632",6.37,7,10.2,0.01,"B","CWH ms 1",224,24.4,11.9,0.19
"009632",11.9,8,0,0.02,"B","CWH ms 1",224,24.4,11.9,0.19
"912586",0.3,1,27.4,0.02,"B","CWH ms 1",155,25.2,21.12,0.51
"912586",0.61,2,24.6,0.02,"B","CWH ms 1",155,25.2,21.12,0.51
"912586",1.3,3,23.6,0.03,"B","CWH ms 1",155,25.2,21.12,0.51
"912586",3.35,4,23.9,0.09,"B","CWH ms 1",155,25.2,21.12,0.51
"912586",5.33,5,22.4,0.08,"B","CWH ms 1",155,25.2,21.12,0.51
"912586",7.32,6,20.8,0.07,"B","CWH ms 1",155,25.2,21.12,0.51
"912586",9.3,7,18.5,0.06,"B","CWH ms 1",155,25.2,21.12,0.51
"912586",11.28,8,16.3,0.05,"B","CWH ms 1",155,25.2,21.12,0.51
"912586",13.26,9,14.5,0.04,"B","CWH ms 1",155,25.2,21.12,0.51
"912586",15.24,10,12.4,0.03,"B","CWH ms 1",155,25.2,21.12,0.51
"912586",17.22,11,9.1,0.02,"B","CWH ms 1",155,25.2,21.12,0.51
"912586",19.2,12,4.8,0.01,"B","CWH ms 1",155,25.2,21.12,0.51
"912586",21.12,13,0,0,"B","CWH ms 1",155,25.2,21.12,0.51
"017672",0.3,1,27.2,0.02,"B","CWH ms 1",108,29.4,25.9,0.78
"017672",0.61,2,25.9,0.02,"B","CWH ms 1",108,29.4,25.9,0.78
"017672",0.91,3,25.7,0.02,"B","CWH ms 1",108,29.4,25.9,0.78
"017672",1.37,4,27.7,0.03,"B","CWH ms 1",108,29.4,25.9,0.78
"017672",5.18,5,25.4,0.21,"B","CWH ms 1",108,29.4,25.9,0.78
"017672",10.06,6,22.9,0.22,"B","CWH ms 1",108,29.4,25.9,0.78
"017672",14.94,7,17.8,0.16,"B","CWH ms 1",108,29.4,25.9,0.78
"017672",20.39,8,10.2,0.09,"B","CWH ms 1",108,29.4,25.9,0.78
"017672",25.9,9,0,0.02,"B","CWH ms 1",108,29.4,25.9,0.78
"017535",0.3,1,34.8,0.03,"B","CWH ms 1",179,30.8,27.7,1.09
"017535",0.61,2,30,0.03,"B","CWH ms 1",179,30.8,27.7,1.09
"017535",0.91,3,29.5,0.02,"B","CWH ms 1",179,30.8,27.7,1.09
"017535",1.37,4,29,0.03,"B","CWH ms 1",179,30.8,27.7,1.09
"017535",5.18,5,27.9,0.24,"B","CWH ms 1",179,30.8,27.7,1.09
"017535",10.06,6,25.4,0.27,"B","CWH ms 1",179,30.8,27.7,1.09
"017535",14.94,7,22.9,0.22,"B","CWH ms 1",179,30.8,27.7,1.09
"017535",19.81,8,17.8,0.16,"B","CWH ms 1",179,30.8,27.7,1.09
"017535",24.57,9,10.2,0.08,"B","CWH ms 1",179,30.8,27.7,1.09
"017535",27.7,10,0,0.01,"B","CWH ms 1",179,30.8,27.7,1.09
"015217",0.3,1,29.2,0.02,"B","CWH ms 1",298,31.3,21.3,0.71
"015217",0.61,2,27.4,0.02,"B","CWH ms 1",298,31.3,21.3,0.71
"015217",0.91,3,27.7,0.02,"B","CWH ms 1",298,31.3,21.3,0.71
"015217",1.37,4,27.9,0.03,"B","CWH ms 1",298,31.3,21.3,0.71
"015217",5.18,5,25.4,0.21,"B","CWH ms 1",298,31.3,21.3,0.71
"015217",10.03,6,22.9,0.22,"B","CWH ms 1",298,31.3,21.3,0.71
"015217",14.87,7,15.2,0.14,"B","CWH ms 1",298,31.3,21.3,0.71
